file_name,accession,name,full_header
PV330081.fasta,PV330081.1,"Rosa iliensis isolate ipbb_64.12.5.1 chloroplast, complete genome","PV330081.1 Rosa iliensis isolate ipbb_64.12.5.1 chloroplast, complete genome"
PV786061.fasta,PV786061.1,"Rosa kokanica chloroplast, complete genome","PV786061.1 Rosa kokanica chloroplast, complete genome"
PV744375.fasta,PV744375.1,"Rosa kwangtungensis voucher CDBI:WTS0001 chloroplast, complete genome","PV744375.1 Rosa kwangtungensis voucher CDBI:WTS0001 chloroplast, complete genome"
PP976064.fasta,PP976064.1,"Rosa laevigata isolate D0929_R12 chloroplast, complete genome","PP976064.1 Rosa laevigata isolate D0929_R12 chloroplast, complete genome"
PV744399.fasta,PV744399.1,"Rosa lasiosepala voucher ANUB:ZZM527-1 chloroplast, complete genome","PV744399.1 Rosa lasiosepala voucher ANUB:ZZM527-1 chloroplast, complete genome"
PV330082.fasta,PV330082.1,"Rosa laxa isolate ipbb_64.12.4.1 chloroplast, complete genome","PV330082.1 Rosa laxa isolate ipbb_64.12.4.1 chloroplast, complete genome"
PV744411.fasta,PV744411.1,"Rosa leschenaultiana voucher CDBI:TLR101 chloroplast, complete genome","PV744411.1 Rosa leschenaultiana voucher CDBI:TLR101 chloroplast, complete genome"
PV744402.fasta,PV744402.1,"Rosa longicuspis var. longicuspis voucher CDBI:ZC50367 chloroplast, complete genome","PV744402.1 Rosa longicuspis var. longicuspis voucher CDBI:ZC50367 chloroplast, complete genome"
PV744400.fasta,PV744400.1,"Rosa longicuspis var. sinowilsonii voucher CDBI:SF2011-006-2 chloroplast, complete genome","PV744400.1 Rosa longicuspis var. sinowilsonii voucher CDBI:SF2011-006-2 chloroplast, complete genome"
OP787130.fasta,OP787130.1,"Rosa lucidissima chloroplast, complete genome","OP787130.1 Rosa lucidissima chloroplast, complete genome"
PP934438.fasta,PP934438.1,"Rosa lucieae var. onoei isolate JM102 voucher SKK:JM102 chloroplast, complete genome","PP934438.1 Rosa lucieae var. onoei isolate JM102 voucher SKK:JM102 chloroplast, complete genome"
PV744379.fasta,PV744379.1,"Rosa lucieae voucher CDBI:GXF18954 chloroplast, complete genome","PV744379.1 Rosa lucieae voucher CDBI:GXF18954 chloroplast, complete genome"
PV744397.fasta,PV744397.1,"Rosa ludingensis voucher CDBI:2011-014 chloroplast, complete genome","PV744397.1 Rosa ludingensis voucher CDBI:2011-014 chloroplast, complete genome"
PV744387.fasta,PV744387.1,"Rosa maximowicziana voucher CDBI:GXF16450-18 chloroplast, complete genome","PV744387.1 Rosa maximowicziana voucher CDBI:GXF16450-18 chloroplast, complete genome"
OK509175.fasta,OK509175.1,"Rosa minutifolia isolate 115 chloroplast, complete genome","OK509175.1 Rosa minutifolia isolate 115 chloroplast, complete genome"
PP541888.fasta,PP541888.1,"Rosa montana chloroplast, complete genome","PP541888.1 Rosa montana chloroplast, complete genome"
PP976092.fasta,PP976092.1,"Rosa moschata isolate R2 chloroplast, complete genome","PP976092.1 Rosa moschata isolate R2 chloroplast, complete genome"
PV744408.fasta,PV744408.1,"Rosa multiflora var. cathayensis voucher CDBI:GL0004-2 chloroplast, complete genome","PV744408.1 Rosa multiflora var. cathayensis voucher CDBI:GL0004-2 chloroplast, complete genome"
PV744385.fasta,PV744385.1,"Rosa multiflora var. multiflora voucher CDBI:ZQS0001-19 chloroplast, complete genome","PV744385.1 Rosa multiflora var. multiflora voucher CDBI:ZQS0001-19 chloroplast, complete genome"
PP976095.fasta,PP976095.1,"Rosa nitida isolate R5 chloroplast, complete genome","PP976095.1 Rosa nitida isolate R5 chloroplast, complete genome"
PP976096.fasta,PP976096.1,"Rosa odorata isolate R6 cultivar Xi Shan chloroplast, complete genome","PP976096.1 Rosa odorata isolate R6 cultivar Xi Shan chloroplast, complete genome"
PP976089.fasta,PP976089.1,"Rosa odorata var. erubescens isolate M602_20 chloroplast, complete genome","PP976089.1 Rosa odorata var. erubescens isolate M602_20 chloroplast, complete genome"
PV744398.fasta,PV744398.1,"Rosa odorata var. gigantea voucher CDBI:GXF16839-1 chloroplast, complete genome","PV744398.1 Rosa odorata var. gigantea voucher CDBI:GXF16839-1 chloroplast, complete genome"
PP976060.fasta,PP976060.1,"Rosa odorata var. odorata isolate D0929_R8 cultivar Single Plink chloroplast, complete genome","PP976060.1 Rosa odorata var. odorata isolate D0929_R8 cultivar Single Plink chloroplast, complete genome"
PP976072.fasta,PP976072.1,"Rosa odorata var. pseudindica isolate J981_4 chloroplast, complete genome","PP976072.1 Rosa odorata var. pseudindica isolate J981_4 chloroplast, complete genome"
PP976098.fasta,PP976098.1,"Rosa omeiensis isolate Rosa_omeiensis chloroplast, complete genome","PP976098.1 Rosa omeiensis isolate Rosa_omeiensis chloroplast, complete genome"
PP976094.fasta,PP976094.1,"Rosa palustris isolate R4 chloroplast, complete genome","PP976094.1 Rosa palustris isolate R4 chloroplast, complete genome"
PP934439.fasta,PP934439.1,"Rosa paniculigera isolate 2137 voucher SKK:140403307 chloroplast, complete genome","PP934439.1 Rosa paniculigera isolate 2137 voucher SKK:140403307 chloroplast, complete genome"
OK509178.fasta,OK509178.1,"Rosa prattii isolate 149 voucher GXF17351-4(CDBI) chloroplast, complete genome","OK509178.1 Rosa prattii isolate 149 voucher GXF17351-4(CDBI) chloroplast, complete genome"
PV744377.fasta,PV744377.1,"Rosa pricei var. pricei voucher CDBI:SF-2012-029-1 chloroplast, complete genome","PV744377.1 Rosa pricei var. pricei voucher CDBI:SF-2012-029-1 chloroplast, complete genome"
OK509174.fasta,OK509174.1,"Rosa roxburghii var. hirtula isolate 46a voucher TLR020(CDBI) chloroplast, complete genome","OK509174.1 Rosa roxburghii var. hirtula isolate 46a voucher TLR020(CDBI) chloroplast, complete genome"
PV744378.fasta,PV744378.1,"Rosa rubus voucher CDBI:ZZM704 chloroplast, complete genome","PV744378.1 Rosa rubus voucher CDBI:ZZM704 chloroplast, complete genome"
PP648251.fasta,PP648251.1,"Rosa rugosa voucher BOP010536 chloroplast, complete genome","PP648251.1 Rosa rugosa voucher BOP010536 chloroplast, complete genome"
PP934440.fasta,PP934440.1,"Rosa sambucina isolate JM221 voucher SKK:JM221 chloroplast, complete genome","PP934440.1 Rosa sambucina isolate JM221 voucher SKK:JM221 chloroplast, complete genome"
PV744404.fasta,PV744404.1,"Rosa sambucina var. sambucina voucher CDBI:GXF15759-2 chloroplast, complete genome","PV744404.1 Rosa sambucina var. sambucina voucher CDBI:GXF15759-2 chloroplast, complete genome"
PV744410.fasta,PV744410.1,"Rosa sempervirens voucher CDBI:GXF16244-4 chloroplast, complete genome","PV744410.1 Rosa sempervirens voucher CDBI:GXF16244-4 chloroplast, complete genome"
OK509176.fasta,OK509176.1,"Rosa soulieana isolate 23 voucher THP-KD-7066(CDBI) chloroplast, complete genome","OK509176.1 Rosa soulieana isolate 23 voucher THP-KD-7066(CDBI) chloroplast, complete genome"
PV487595.fasta,PV487595.1,"Rosa sp. CZ-2024a voucher CDBI:XB3092-1 chloroplast, complete genome","PV487595.1 Rosa sp. CZ-2024a voucher CDBI:XB3092-1 chloroplast, complete genome"
PV330083.fasta,PV330083.1,"Rosa spinosissima isolate ipbb_64.12.8.1 chloroplast, complete genome","PV330083.1 Rosa spinosissima isolate ipbb_64.12.8.1 chloroplast, complete genome"
PV443020.fasta,PV443020.1,"Rosa sterilis (nom. nud.) chloroplast, complete genome","PV443020.1 Rosa sterilis (nom. nud.) chloroplast, complete genome"
PP934442.fasta,PP934442.1,"Rosa taiwanensis isolate 7267 voucher SKK:JJH-267 chloroplast, complete genome","PP934442.1 Rosa taiwanensis isolate 7267 voucher SKK:JJH-267 chloroplast, complete genome"
PP934441.fasta,PP934441.1,"Rosa transmorrisonensis isolate 7301 voucher SKK:JJH-301 chloroplast, complete genome","PP934441.1 Rosa transmorrisonensis isolate 7301 voucher SKK:JJH-301 chloroplast, complete genome"
PV744376.fasta,PV744376.1,"Rosa tunquinensis voucher CDBI:TLR102 chloroplast, complete genome","PV744376.1 Rosa tunquinensis voucher CDBI:TLR102 chloroplast, complete genome"
PP976093.fasta,PP976093.1,"Rosa virginiana isolate R3 chloroplast, complete genome","PP976093.1 Rosa virginiana isolate R3 chloroplast, complete genome"
PV744396.fasta,PV744396.1,"Rosa weisiensis voucher CDBI:GXF16399-8 chloroplast, complete genome","PV744396.1 Rosa weisiensis voucher CDBI:GXF16399-8 chloroplast, complete genome"
PP976090.fasta,PP976090.1,"Rosa x damascena isolate M602_S1 chloroplast, complete genome","PP976090.1 Rosa x damascena isolate M602_S1 chloroplast, complete genome"
PX872519.fasta,PX872519.1,"Rosa xanthina isolate DB chloroplast, complete genome","PX872519.1 Rosa xanthina isolate DB chloroplast, complete genome"
ON868911.fasta,ON868911.1,"Roscoea sp. HC-2022a voucher Roscoea cleistogama chloroplast, complete genome","ON868911.1 Roscoea sp. HC-2022a voucher Roscoea cleistogama chloroplast, complete genome"
PZ168341.fasta,PZ168341.1,"Rosularia adenotricha chloroplast, complete genome","PZ168341.1 Rosularia adenotricha chloroplast, complete genome"
PV423731.1.fasta,PV423731.1,"Roundia cardiophora strain 9vi08-1B chloroplast, complete genome","PV423731.1 Roundia cardiophora strain 9vi08-1B chloroplast, complete genome"
PX570610.fasta,PX570610.1,"Rubroshorea johorensis chloroplast, complete genome","PX570610.1 Rubroshorea johorensis chloroplast, complete genome"
PQ412302.fasta,PQ412302.1,"Rubroshorea palembanica chloroplast, complete genome","PQ412302.1 Rubroshorea palembanica chloroplast, complete genome"
OR972714.fasta,OR972714.1,"Rubus argutus chloroplast, complete genome","OR972714.1 Rubus argutus chloroplast, complete genome"
PV282406.fasta,PV282406.1,"Rubus armeniacus clone Rar2 chloroplast, complete genome","PV282406.1 Rubus armeniacus clone Rar2 chloroplast, complete genome"
PV282407.fasta,PV282407.1,"Rubus caesius clone Rca2 chloroplast, complete genome","PV282407.1 Rubus caesius clone Rca2 chloroplast, complete genome"
PV282408.fasta,PV282408.1,"Rubus chamaemorus clone Rcha3 chloroplast, complete genome","PV282408.1 Rubus chamaemorus clone Rcha3 chloroplast, complete genome"
PP872287.fasta,PP872287.1,"Rubus chingii chloroplast, complete genome","PP872287.1 Rubus chingii chloroplast, complete genome"
OR972716.fasta,OR972716.1,"Rubus corchorifolius chloroplast, complete genome","OR972716.1 Rubus corchorifolius chloroplast, complete genome"
PV008705.fasta,PV008705.1,"Rubus coreanus voucher HGNU-0194 chloroplast, complete genome","PV008705.1 Rubus coreanus voucher HGNU-0194 chloroplast, complete genome"
PP541890.fasta,PP541890.1,"Rubus hirtus chloroplast, complete genome","PP541890.1 Rubus hirtus chloroplast, complete genome"
PZ264131.fasta,PZ264131.1,"Rubus idaeus chloroplast, complete genome","PZ264131.1 Rubus idaeus chloroplast, complete genome"
PP541891.fasta,PP541891.1,"Rubus idaeus subsp. idaeus chloroplast, complete genome","PP541891.1 Rubus idaeus subsp. idaeus chloroplast, complete genome"
OR972718.fasta,OR972718.1,"Rubus occidentalis chloroplast, complete genome","OR972718.1 Rubus occidentalis chloroplast, complete genome"
OR972719.fasta,OR972719.1,"Rubus parviflorus chloroplast, complete genome","OR972719.1 Rubus parviflorus chloroplast, complete genome"
PV955414.fasta,PV955414.1,"Rubus reflexus var. lanceolobus chloroplast, complete genome","PV955414.1 Rubus reflexus var. lanceolobus chloroplast, complete genome"
PV590107.fasta,PV590107.1,"Rubus semiplenus voucher HY16383 chloroplast, complete genome","PV590107.1 Rubus semiplenus voucher HY16383 chloroplast, complete genome"
PV330320.fasta,PV330320.1,"Rubus spectabilis clone Rsp2 chloroplast, complete genome","PV330320.1 Rubus spectabilis clone Rsp2 chloroplast, complete genome"
OQ564492.fasta,OQ564492.1,"Ruellia elegans chloroplast, complete genome","OQ564492.1 Ruellia elegans chloroplast, complete genome"
PX921675.fasta,PX921675.1,"Ruellia simplex chloroplast, complete genome","PX921675.1 Ruellia simplex chloroplast, complete genome"
PP541893.fasta,PP541893.1,"Rumex alpinus chloroplast, complete genome","PP541893.1 Rumex alpinus chloroplast, complete genome"
PP234507.fasta,PP234507.1,"Rumex angulatus isolate p105 chloroplast, complete genome","PP234507.1 Rumex angulatus isolate p105 chloroplast, complete genome"
PP541892.fasta,PP541892.1,"Rumex crispus chloroplast, complete genome","PP541892.1 Rumex crispus chloroplast, complete genome"
PX501751.fasta,PX501751.1,"Rumex hastatus chloroplast, complete genome","PX501751.1 Rumex hastatus chloroplast, complete genome"
PP541894.fasta,PP541894.1,"Rumex pulcher subsp. pulcher chloroplast, complete genome","PP541894.1 Rumex pulcher subsp. pulcher chloroplast, complete genome"
PP541895.fasta,PP541895.1,"Rumex scutatus subsp. scutatus chloroplast, complete genome","PP541895.1 Rumex scutatus subsp. scutatus chloroplast, complete genome"
PV087168.fasta,PV087168.1,"Ruscus hypophyllum chloroplast, complete genome","PV087168.1 Ruscus hypophyllum chloroplast, complete genome"
PV087169.fasta,PV087169.1,"Ruscus sp. chloroplast, complete genome","PV087169.1 Ruscus sp. chloroplast, complete genome"
PQ762215.fasta,PQ762215.1,"Rutidosis leptorrhynchoides isolate AG116_Rl617_1_P2 chloroplast, complete genome","PQ762215.1 Rutidosis leptorrhynchoides isolate AG116_Rl617_1_P2 chloroplast, complete genome"
PX275705.fasta,PX275705.1,"Sabulina glaucina subsp. leptophylla chloroplast, complete genome","PX275705.1 Sabulina glaucina subsp. leptophylla chloroplast, complete genome"
PP484625.fasta,PP484625.1,"Sabulina tenuifolia chloroplast, complete genome","PP484625.1 Sabulina tenuifolia chloroplast, complete genome"
PZ381150.fasta,PZ381150.1,"Saccharum hybrid cultivar cultivar Pringu chloroplast, complete genome","PZ381150.1 Saccharum hybrid cultivar cultivar Pringu chloroplast, complete genome"
PV091122.fasta,PV091122.1,"Saccharum longisetosum isolate GZ95-20 chloroplast, complete genome","PV091122.1 Saccharum longisetosum isolate GZ95-20 chloroplast, complete genome"
PV008706.fasta,PV008706.1,"Sageretia thea voucher 295848 chloroplast, complete genome","PV008706.1 Sageretia thea voucher 295848 chloroplast, complete genome"
PP165065.fasta,PP165065.1,"Sagina apetala subsp. apetala chloroplast, complete genome","PP165065.1 Sagina apetala subsp. apetala chloroplast, complete genome"
PQ573026.fasta,PQ573026.1,"Sagina maxima chloroplast, complete genome","PQ573026.1 Sagina maxima chloroplast, complete genome"
PP165066.fasta,PP165066.1,"Sagina procumbens chloroplast, complete genome","PP165066.1 Sagina procumbens chloroplast, complete genome"
PZ250435.fasta,PZ250435.1,"Salacia chinensis chloroplast, complete genome","PZ250435.1 Salacia chinensis chloroplast, complete genome"
PQ842552.fasta,PQ842552.1,"Salix babylonica isolate F chloroplast, complete genome","PQ842552.1 Salix babylonica isolate F chloroplast, complete genome"
PP622677.fasta,PP622677.1,"Salix breviserrata chloroplast, complete genome","PP622677.1 Salix breviserrata chloroplast, complete genome"
PP622678.fasta,PP622678.1,"Salix cinerea chloroplast, complete genome","PP622678.1 Salix cinerea chloroplast, complete genome"
PP622679.fasta,PP622679.1,"Salix hastata chloroplast, complete genome","PP622679.1 Salix hastata chloroplast, complete genome"
PQ842550.fasta,PQ842550.1,"Salix pierotii isolate F chloroplast, complete genome","PQ842550.1 Salix pierotii isolate F chloroplast, complete genome"
PQ842554.fasta,PQ842554.1,"Salix pseudolasiogyne isolate F chloroplast, complete genome","PQ842554.1 Salix pseudolasiogyne isolate F chloroplast, complete genome"
PP622680.fasta,PP622680.1,"Salix reticulata chloroplast, complete genome","PP622680.1 Salix reticulata chloroplast, complete genome"
PP622681.fasta,PP622681.1,"Salix rosmarinifolia chloroplast, complete genome","PP622681.1 Salix rosmarinifolia chloroplast, complete genome"
PP622682.fasta,PP622682.1,"Salix triandra subsp. triandra chloroplast, complete genome","PP622682.1 Salix triandra subsp. triandra chloroplast, complete genome"
ON929854.fasta,ON929854.1,"Salsola collina chloroplast, complete genome","ON929854.1 Salsola collina chloroplast, complete genome"
ON929866.fasta,ON929866.1,"Salsola foliosa chloroplast, complete genome","ON929866.1 Salsola foliosa chloroplast, complete genome"
ON929865.fasta,ON929865.1,"Salsola heptapotamica chloroplast, complete genome","ON929865.1 Salsola heptapotamica chloroplast, complete genome"
ON929856.fasta,ON929856.1,"Salsola junatovii chloroplast, complete genome","ON929856.1 Salsola junatovii chloroplast, complete genome"
PP234571.fasta,PP234571.1,"Salsola monoptera isolate p62 chloroplast, complete genome","PP234571.1 Salsola monoptera isolate p62 chloroplast, complete genome"
ON929855.fasta,ON929855.1,"Salsola paulsenii chloroplast, complete genome","ON929855.1 Salsola paulsenii chloroplast, complete genome"
ON929859.fasta,ON929859.1,"Salsola pellucida chloroplast, complete genome","ON929859.1 Salsola pellucida chloroplast, complete genome"
ON929864.fasta,ON929864.1,"Salsola rosacea chloroplast, complete genome","ON929864.1 Salsola rosacea chloroplast, complete genome"
ON929869.fasta,ON929869.1,"Salsola tragus chloroplast, complete genome","ON929869.1 Salsola tragus chloroplast, complete genome"
PV870855.fasta,PV870855.1,"Salvia aethiopis voucher 2501 chloroplast, complete genome","PV870855.1 Salvia aethiopis voucher 2501 chloroplast, complete genome"
PV870856.fasta,PV870856.1,"Salvia amarissima voucher 2502 chloroplast, complete genome","PV870856.1 Salvia amarissima voucher 2502 chloroplast, complete genome"
PX971244.fasta,PX971244.1,"Salvia brandegeei chloroplast, complete genome","PX971244.1 Salvia brandegeei chloroplast, complete genome"
PV601297.fasta,PV601297.1,"Salvia bucharica chloroplast, complete genome","PV601297.1 Salvia bucharica chloroplast, complete genome"
