accession,filename,size_bp,size_kb,size_mb
PP697871,PP697871.fasta,156174,156.17,0.156
PP697875,PP697875.fasta,154801,154.8,0.155
PP697877,PP697877.fasta,155703,155.7,0.156
PP697878,PP697878.fasta,155269,155.27,0.155
PP697880,PP697880.fasta,156188,156.19,0.156
PP697884,PP697884.fasta,156084,156.08,0.156
PP697885,PP697885.fasta,156861,156.86,0.157
PP697887,PP697887.fasta,155662,155.66,0.156
PP697890,PP697890.fasta,155440,155.44,0.155
PP697892,PP697892.fasta,155612,155.61,0.156
PP697893,PP697893.fasta,155344,155.34,0.155
PP697894,PP697894.fasta,156331,156.33,0.156
PP697895,PP697895.fasta,155089,155.09,0.155
PP697896,PP697896.fasta,155498,155.5,0.155
PP697898,PP697898.fasta,154937,154.94,0.155
PP697900,PP697900.fasta,155327,155.33,0.155
PP697902,PP697902.fasta,154459,154.46,0.154
PP697906,PP697906.fasta,154353,154.35,0.154
PP697910,PP697910.fasta,154220,154.22,0.154
PP697917,PP697917.fasta,154789,154.79,0.155
PP697918,PP697918.fasta,154773,154.77,0.155
PP697920,PP697920.fasta,155138,155.14,0.155
PP697923,PP697923.fasta,155318,155.32,0.155
PP697926,PP697926.fasta,154892,154.89,0.155
PP697929,PP697929.fasta,155135,155.13,0.155
PP697933,PP697933.fasta,156648,156.65,0.157
PP697934,PP697934.fasta,155242,155.24,0.155
PP697937,PP697937.fasta,155606,155.61,0.156
PP697941,PP697941.fasta,155070,155.07,0.155
PP697942,PP697942.fasta,155114,155.11,0.155
PP697946,PP697946.fasta,154955,154.96,0.155
PP706108,PP706108.fasta,157727,157.73,0.158
PP706109,PP706109.fasta,157574,157.57,0.158
PP706110,PP706110.fasta,157593,157.59,0.158
PP706111,PP706111.fasta,159115,159.12,0.159
PP706112,PP706112.fasta,157857,157.86,0.158
PP719683,PP719683.fasta,154276,154.28,0.154
PP719684,PP719684.fasta,155325,155.32,0.155
PP719685,PP719685.fasta,154829,154.83,0.155
PP719686,PP719686.fasta,155307,155.31,0.155
PP719687,PP719687.fasta,155310,155.31,0.155
PP722976,PP722976.fasta,158033,158.03,0.158
PP727288,PP727288.fasta,159277,159.28,0.159
PP727289,PP727289.fasta,159697,159.7,0.16
PP727290,PP727290.fasta,158689,158.69,0.159
PP727291,PP727291.fasta,159575,159.57,0.16
PP727292,PP727292.fasta,159586,159.59,0.16
PP727293,PP727293.fasta,157240,157.24,0.157
PP727294,PP727294.fasta,158992,158.99,0.159
PP727295,PP727295.fasta,158288,158.29,0.158
PP727296,PP727296.fasta,158300,158.3,0.158
PP727297,PP727297.fasta,159300,159.3,0.159
PP728425,PP728425.fasta,150967,150.97,0.151
PP728426,PP728426.fasta,151915,151.91,0.152
PP728427,PP728427.fasta,151226,151.23,0.151
PP737347,PP737347.fasta,159558,159.56,0.16
PP737348,PP737348.fasta,158683,158.68,0.159
PP737349,PP737349.fasta,159852,159.85,0.16
PP737350,PP737350.fasta,159197,159.2,0.159
PP744563,PP744563.fasta,155295,155.29,0.155
PP747016,PP747016.fasta,158507,158.51,0.159
PP765882,PP765882.fasta,176291,176.29,0.176
PP780910,PP780910.fasta,154726,154.73,0.155
PP780911,PP780911.fasta,155449,155.45,0.155
PP780912,PP780912.fasta,155160,155.16,0.155
PP786563,PP786563.fasta,154235,154.24,0.154
PP786657,PP786657.fasta,160942,160.94,0.161
PP786689,PP786689.fasta,159443,159.44,0.159
PP796442,PP796442.fasta,150834,150.83,0.151
PP796443,PP796443.fasta,148953,148.95,0.149
PP796444,PP796444.fasta,151501,151.5,0.152
PP796632,PP796632.fasta,157102,157.1,0.157
PP796841,PP796841.fasta,153323,153.32,0.153
PP799047,PP799047.fasta,155138,155.14,0.155
PP809759,PP809759.fasta,155298,155.3,0.155
PP809760,PP809760.fasta,155516,155.52,0.156
PP809761,PP809761.fasta,155341,155.34,0.155
PP809762,PP809762.fasta,156234,156.23,0.156
PP809764,PP809764.fasta,155291,155.29,0.155
PP809765,PP809765.fasta,155270,155.27,0.155
PP809766,PP809766.fasta,156251,156.25,0.156
PP809768,PP809768.fasta,155516,155.52,0.156
PP809769,PP809769.fasta,155783,155.78,0.156
PP811661,PP811661.fasta,158244,158.24,0.158
PP811663,PP811663.fasta,162092,162.09,0.162
PP811668,PP811668.fasta,176864,176.86,0.177
PP816055,PP816055.1.fasta,132929,132.93,0.133
PP817741,PP817741.fasta,161252,161.25,0.161
PP817742,PP817742.fasta,162158,162.16,0.162
PP817744,PP817744.fasta,162640,162.64,0.163
PP817745,PP817745.fasta,161973,161.97,0.162
PP817747,PP817747.fasta,162388,162.39,0.162
PP817748,PP817748.fasta,162641,162.64,0.163
PP818646,PP818646.fasta,158663,158.66,0.159
PP831690,PP831690.fasta,157244,157.24,0.157
PP831691,PP831691.fasta,157268,157.27,0.157
PP831692,PP831692.fasta,157237,157.24,0.157
PP831693,PP831693.fasta,157270,157.27,0.157
PP831694,PP831694.fasta,157157,157.16,0.157
PP831695,PP831695.fasta,157255,157.25,0.157
PP831696,PP831696.fasta,157150,157.15,0.157
PP833220,PP833220.fasta,159552,159.55,0.16
PP836295,PP836295.fasta,122083,122.08,0.122
PP840334,PP840334.fasta,159723,159.72,0.16
PP840335,PP840335.fasta,149508,149.51,0.15
PP840336,PP840336.fasta,150282,150.28,0.15
PP840337,PP840337.fasta,150916,150.92,0.151
PP840338,PP840338.fasta,151930,151.93,0.152
PP840339,PP840339.fasta,155505,155.5,0.156
PP842194,PP842194.fasta,150962,150.96,0.151
PP843013,PP843013.fasta,151356,151.36,0.151
PP848979,PP848979.fasta,135065,135.06,0.135
PP849681,PP849681.fasta,150489,150.49,0.15
PP857829,PP857829.1.fasta,116837,116.84,0.117
PP868376,PP868376.fasta,149326,149.33,0.149
PP868377,PP868377.fasta,157131,157.13,0.157
PP872287,PP872287.fasta,156311,156.31,0.156
PP882779,PP882779.fasta,159390,159.39,0.159
PP883896,PP883896.fasta,165441,165.44,0.165
PP883900,PP883900.fasta,164734,164.73,0.165
PP883902,PP883902.fasta,164894,164.89,0.165
PP883903,PP883903.fasta,165510,165.51,0.166
PP883906,PP883906.fasta,165358,165.36,0.165
PP883909,PP883909.fasta,165042,165.04,0.165
PP883912,PP883912.fasta,165299,165.3,0.165
PP883913,PP883913.fasta,165248,165.25,0.165
PP883917,PP883917.fasta,165388,165.39,0.165
PP883922,PP883922.fasta,165551,165.55,0.166
PP883923,PP883923.fasta,165415,165.41,0.165
PP883924,PP883924.fasta,165626,165.63,0.166
PP883925,PP883925.fasta,150833,150.83,0.151
PP883927,PP883927.fasta,165280,165.28,0.165
PP883928,PP883928.fasta,165247,165.25,0.165
PP883932,PP883932.fasta,165266,165.27,0.165
PP883934,PP883934.fasta,165695,165.69,0.166
PP883935,PP883935.fasta,164871,164.87,0.165
PP883936,PP883936.fasta,164851,164.85,0.165
PP883938,PP883938.fasta,164359,164.36,0.164
PP883942,PP883942.fasta,164805,164.81,0.165
PP883947,PP883947.fasta,165380,165.38,0.165
PP883949,PP883949.fasta,164748,164.75,0.165
PP883950,PP883950.fasta,150937,150.94,0.151
PP883951,PP883951.fasta,165270,165.27,0.165
PP883952,PP883952.fasta,165174,165.17,0.165
PP883955,PP883955.fasta,165050,165.05,0.165
PP887495,PP887495.fasta,174909,174.91,0.175
PP887496,PP887496.fasta,174804,174.8,0.175
PP887982,PP887982.fasta,161109,161.11,0.161
PP888130,PP888130.fasta,161236,161.24,0.161
PP888222,PP888222.fasta,161229,161.23,0.161
PP889298,PP889298.fasta,161273,161.27,0.161
PP897811,PP897811.fasta,160445,160.44,0.16
PP897849,PP897849.fasta,153033,153.03,0.153
PP897850,PP897850.fasta,153194,153.19,0.153
PP897851,PP897851.fasta,153194,153.19,0.153
PP897852,PP897852.fasta,153138,153.14,0.153
PP897853,PP897853.fasta,153163,153.16,0.153
PP897856,PP897856.fasta,153166,153.17,0.153
PP897859,PP897859.fasta,153161,153.16,0.153
PP897860,PP897860.fasta,153171,153.17,0.153
PP897863,PP897863.fasta,153162,153.16,0.153
PP897864,PP897864.fasta,153160,153.16,0.153
PP897865,PP897865.fasta,153149,153.15,0.153
PP897866,PP897866.fasta,153160,153.16,0.153
PP897867,PP897867.fasta,153173,153.17,0.153
PP897870,PP897870.fasta,153188,153.19,0.153
PP897871,PP897871.fasta,153187,153.19,0.153
PP897872,PP897872.fasta,153122,153.12,0.153
PP897873,PP897873.fasta,153178,153.18,0.153
PP897874,PP897874.fasta,153127,153.13,0.153
PP897875,PP897875.fasta,153149,153.15,0.153
PP897877,PP897877.fasta,153153,153.15,0.153
PP897878,PP897878.fasta,153157,153.16,0.153
PP897879,PP897879.fasta,153153,153.15,0.153
PP897880,PP897880.fasta,153163,153.16,0.153
PP897881,PP897881.fasta,153007,153.01,0.153
PP897882,PP897882.fasta,153279,153.28,0.153
PP897883,PP897883.fasta,153267,153.27,0.153
PP897884,PP897884.fasta,153044,153.04,0.153
PP897885,PP897885.fasta,153261,153.26,0.153
PP897886,PP897886.fasta,153249,153.25,0.153
PP898072,PP898072.fasta,151106,151.11,0.151
PP898073,PP898073.fasta,150870,150.87,0.151
PP898074,PP898074.fasta,151230,151.23,0.151
PP898075,PP898075.fasta,151201,151.2,0.151
PP898076,PP898076.fasta,151087,151.09,0.151
PP898077,PP898077.fasta,151171,151.17,0.151
PP898078,PP898078.fasta,151241,151.24,0.151
PP898079,PP898079.fasta,151298,151.3,0.151
PP898080,PP898080.fasta,151045,151.04,0.151
PP898081,PP898081.fasta,151327,151.33,0.151
PP898082,PP898082.fasta,150770,150.77,0.151
PP898083,PP898083.fasta,151083,151.08,0.151
PP898084,PP898084.fasta,151028,151.03,0.151
PP898085,PP898085.fasta,151269,151.27,0.151
PP898086,PP898086.fasta,151275,151.28,0.151
PP898087,PP898087.fasta,151038,151.04,0.151
PP898088,PP898088.fasta,151274,151.27,0.151
PP898089,PP898089.fasta,151249,151.25,0.151
PP898091,PP898091.fasta,151199,151.2,0.151
PP898092,PP898092.fasta,150636,150.64,0.151
PP898093,PP898093.fasta,151232,151.23,0.151
PP898094,PP898094.fasta,151172,151.17,0.151
PP898095,PP898095.fasta,150654,150.65,0.151
PP898096,PP898096.fasta,151174,151.17,0.151
PP898097,PP898097.fasta,151225,151.22,0.151
PP898098,PP898098.fasta,151181,151.18,0.151
PP898099,PP898099.fasta,151191,151.19,0.151
PP898100,PP898100.fasta,151200,151.2,0.151
PP898101,PP898101.fasta,150908,150.91,0.151
PP898102,PP898102.fasta,151228,151.23,0.151
PP898103,PP898103.fasta,151193,151.19,0.151
PP898104,PP898104.fasta,151117,151.12,0.151
PP898105,PP898105.fasta,151231,151.23,0.151
PP916053,PP916053.fasta,152470,152.47,0.152
PP934438,PP934438.fasta,156487,156.49,0.156
PP934439,PP934439.fasta,156510,156.51,0.157
PP934440,PP934440.fasta,156563,156.56,0.157
PP934441,PP934441.fasta,156510,156.51,0.157
PP934442,PP934442.fasta,156604,156.6,0.157
PP941956,PP941956.fasta,172459,172.46,0.172
PP941957,PP941957.fasta,170054,170.05,0.17
PP942372,PP942372.fasta,146268,146.27,0.146
PP952083,PP952083.fasta,157904,157.9,0.158
PP952454,PP952454.fasta,156655,156.66,0.157
PP952455,PP952455.fasta,155939,155.94,0.156
PP952456,PP952456.fasta,156747,156.75,0.157
PP952457,PP952457.fasta,156899,156.9,0.157
PP952458,PP952458.fasta,156053,156.05,0.156
PP952459,PP952459.fasta,155953,155.95,0.156
PP952461,PP952461.fasta,155919,155.92,0.156
PP952462,PP952462.fasta,155907,155.91,0.156
PP952463,PP952463.fasta,155636,155.64,0.156
PP952464,PP952464.fasta,155731,155.73,0.156
PP952465,PP952465.fasta,155857,155.86,0.156
PP952466,PP952466.fasta,155656,155.66,0.156
PP952467,PP952467.fasta,155604,155.6,0.156
PP952468,PP952468.fasta,155712,155.71,0.156
PP952469,PP952469.fasta,155749,155.75,0.156
PP952470,PP952470.fasta,155664,155.66,0.156
PP952471,PP952471.fasta,155712,155.71,0.156
PP952472,PP952472.fasta,155953,155.95,0.156
PP952473,PP952473.fasta,155756,155.76,0.156
PP952475,PP952475.fasta,155748,155.75,0.156
PP952476,PP952476.fasta,155772,155.77,0.156
PP952477,PP952477.fasta,155866,155.87,0.156
PP952478,PP952478.fasta,155625,155.62,0.156
PP952480,PP952480.fasta,155639,155.64,0.156
PP952481,PP952481.fasta,155702,155.7,0.156
PP952482,PP952482.fasta,155618,155.62,0.156
PP952483,PP952483.fasta,155892,155.89,0.156
PP952484,PP952484.fasta,155712,155.71,0.156
PP952485,PP952485.fasta,155695,155.69,0.156
PP952486,PP952486.fasta,155924,155.92,0.156
PP952487,PP952487.fasta,155718,155.72,0.156
PP952488,PP952488.fasta,155760,155.76,0.156
PP952489,PP952489.fasta,155797,155.8,0.156
PP952490,PP952490.fasta,155758,155.76,0.156
PP952491,PP952491.fasta,155750,155.75,0.156
PP952492,PP952492.fasta,155792,155.79,0.156
PP952493,PP952493.fasta,155467,155.47,0.155
PP952494,PP952494.fasta,155689,155.69,0.156
PP952495,PP952495.fasta,155710,155.71,0.156
PP952497,PP952497.fasta,155775,155.78,0.156
PP952498,PP952498.fasta,155879,155.88,0.156
PP952499,PP952499.fasta,155763,155.76,0.156
PP952500,PP952500.fasta,155877,155.88,0.156
PP952501,PP952501.fasta,155717,155.72,0.156
PP952502,PP952502.fasta,156034,156.03,0.156
PP952503,PP952503.fasta,155696,155.7,0.156
PP952504,PP952504.fasta,155943,155.94,0.156
PP952505,PP952505.fasta,155358,155.36,0.155
PP952506,PP952506.fasta,157007,157.01,0.157
PP952507,PP952507.fasta,156715,156.72,0.157
PP952508,PP952508.fasta,155487,155.49,0.155
PP952510,PP952510.fasta,155461,155.46,0.155
PP952511,PP952511.fasta,155562,155.56,0.156
PP962251,PP962251.fasta,156800,156.8,0.157
PP963516,PP963516.fasta,148666,148.67,0.149
PP963517,PP963517.fasta,148068,148.07,0.148
PP963518,PP963518.fasta,147171,147.17,0.147
PP963519,PP963519.fasta,147925,147.93,0.148
PP963520,PP963520.fasta,147772,147.77,0.148
PP965695,PP965695.fasta,151472,151.47,0.151
PP965697,PP965697.fasta,150968,150.97,0.151
PP965698,PP965698.fasta,151021,151.02,0.151
PP965700,PP965700.fasta,150897,150.9,0.151
PP965701,PP965701.fasta,151644,151.64,0.152
PP968730,PP968730.fasta,167327,167.33,0.167
PP970579,PP970579.fasta,151742,151.74,0.152
PP975593,PP975593.fasta,151740,151.74,0.152
PP975594,PP975594.fasta,150617,150.62,0.151
PP975595,PP975595.fasta,151227,151.23,0.151
PP975596,PP975596.fasta,150819,150.82,0.151
PP975597,PP975597.fasta,151682,151.68,0.152
PP975598,PP975598.fasta,151005,151.0,0.151
PP975599,PP975599.fasta,152178,152.18,0.152
PP975600,PP975600.fasta,151862,151.86,0.152
PP975601,PP975601.fasta,151784,151.78,0.152
PP975604,PP975604.fasta,151714,151.71,0.152
PP975607,PP975607.fasta,150937,150.94,0.151
PP975608,PP975608.fasta,151666,151.67,0.152
PP975609,PP975609.fasta,151689,151.69,0.152
PP975610,PP975610.fasta,151786,151.79,0.152
PP976060,PP976060.fasta,156673,156.67,0.157
PP976064,PP976064.fasta,156377,156.38,0.156
PP976072,PP976072.fasta,156652,156.65,0.157
PP976074,PP976074.fasta,156591,156.59,0.157
PP976076,PP976076.fasta,156591,156.59,0.157
PP976079,PP976079.fasta,156783,156.78,0.157
PP976081,PP976081.fasta,156733,156.73,0.157
PP976089,PP976089.fasta,156652,156.65,0.157
PP976090,PP976090.fasta,156575,156.57,0.157
PP976091,PP976091.fasta,156567,156.57,0.157
PP976092,PP976092.fasta,156575,156.57,0.157
PP976093,PP976093.fasta,157087,157.09,0.157
PP976094,PP976094.fasta,157069,157.07,0.157
PP976095,PP976095.fasta,156998,157.0,0.157
PP976096,PP976096.fasta,156690,156.69,0.157
PP976097,PP976097.fasta,156591,156.59,0.157
PP976098,PP976098.fasta,157151,157.15,0.157
PP979491,PP979491.1.fasta,118156,118.16,0.118
PP979492,PP979492.1.fasta,104326,104.33,0.104
PP979493,PP979493.1.fasta,107456,107.46,0.107
PP979494,PP979494.1.fasta,135923,135.92,0.136
PP979495,PP979495.1.fasta,114528,114.53,0.115
PP979496,PP979496.1.fasta,140621,140.62,0.141
PP979497,PP979497.1.fasta,120913,120.91,0.121
PP979498,PP979498.1.fasta,91572,91.57,0.092
PP979499,PP979499.1.fasta,109068,109.07,0.109
PP979500,PP979500.1.fasta,91680,91.68,0.092
PP979501,PP979501.1.fasta,120320,120.32,0.12
PP979502,PP979502.1.fasta,103547,103.55,0.104
PP979503,PP979503.1.fasta,107355,107.36,0.107
PP979504,PP979504.1.fasta,99548,99.55,0.1
PP979505,PP979505.1.fasta,111663,111.66,0.112
PP979506,PP979506.1.fasta,100659,100.66,0.101
PP979507,PP979507.1.fasta,123790,123.79,0.124
PP979508,PP979508.1.fasta,115389,115.39,0.115
PP979509,PP979509.1.fasta,201553,201.55,0.202
PP979510,PP979510.1.fasta,154651,154.65,0.155
PP979511,PP979511.1.fasta,101871,101.87,0.102
PP979512,PP979512.1.fasta,115391,115.39,0.115
PP979513,PP979513.1.fasta,123262,123.26,0.123
PP979514,PP979514.1.fasta,144727,144.73,0.145
PP979515,PP979515.1.fasta,101355,101.36,0.101
PP979516,PP979516.1.fasta,121527,121.53,0.122
PP979517,PP979517.1.fasta,152796,152.8,0.153
PP979518,PP979518.1.fasta,109068,109.07,0.109
PP979519,PP979519.1.fasta,110467,110.47,0.11
PP979520,PP979520.1.fasta,116568,116.57,0.117
PP979521,PP979521.1.fasta,109730,109.73,0.11
PP979522,PP979522.1.fasta,111480,111.48,0.111
PP979523,PP979523.1.fasta,104682,104.68,0.105
PP979524,PP979524.1.fasta,119363,119.36,0.119
PP979525,PP979525.1.fasta,144384,144.38,0.144
PP979526,PP979526.1.fasta,114490,114.49,0.114
PP979527,PP979527.1.fasta,93778,93.78,0.094
PP979528,PP979528.1.fasta,93947,93.95,0.094
PP979529,PP979529.1.fasta,101364,101.36,0.101
PP979530,PP979530.1.fasta,93791,93.79,0.094
PP979531,PP979531.1.fasta,99702,99.7,0.1
PP979532,PP979532.1.fasta,108232,108.23,0.108
PP979534,PP979534.fasta,158658,158.66,0.159
PP998656,PP998656.fasta,152635,152.63,0.153
PP999314,PP999314.fasta,152860,152.86,0.153
PP999315,PP999315.fasta,152880,152.88,0.153
PP999694,PP999694.fasta,157228,157.23,0.157
PP999719,PP999719.fasta,139615,139.62,0.14
PP999722,PP999722.fasta,139764,139.76,0.14
PP999723,PP999723.fasta,139679,139.68,0.14
PP999725,PP999725.fasta,139784,139.78,0.14
PP999726,PP999726.fasta,139688,139.69,0.14
PP999729,PP999729.fasta,139587,139.59,0.14
PP999730,PP999730.fasta,139704,139.7,0.14
PP999732,PP999732.fasta,139801,139.8,0.14
PP999733,PP999733.fasta,139650,139.65,0.14
PP999734,PP999734.fasta,139602,139.6,0.14
PP999735,PP999735.fasta,139749,139.75,0.14
PP999736,PP999736.fasta,139600,139.6,0.14
PP999739,PP999739.fasta,139699,139.7,0.14
PP999742,PP999742.fasta,139575,139.57,0.14
PQ009216,PQ009216.fasta,149273,149.27,0.149
PQ009217,PQ009217.fasta,146340,146.34,0.146
PQ009218,PQ009218.fasta,149376,149.38,0.149
PQ009219,PQ009219.fasta,146993,146.99,0.147
PQ009220,PQ009220.fasta,149273,149.27,0.149
PQ009256,PQ009256.fasta,168208,168.21,0.168
PQ010071,PQ010071.fasta,164536,164.54,0.165
PQ010072,PQ010072.fasta,161650,161.65,0.162
PQ010073,PQ010073.fasta,161433,161.43,0.161
PQ010074,PQ010074.fasta,161052,161.05,0.161
PQ010075,PQ010075.fasta,161824,161.82,0.162
PQ010076,PQ010076.fasta,161032,161.03,0.161
PQ010077,PQ010077.fasta,161559,161.56,0.162
PQ010078,PQ010078.fasta,161889,161.89,0.162
PQ010079,PQ010079.fasta,161396,161.4,0.161
PQ010082,PQ010082.fasta,161342,161.34,0.161
PQ010083,PQ010083.fasta,161601,161.6,0.162
PQ010084,PQ010084.fasta,160427,160.43,0.16
PQ010085,PQ010085.fasta,160982,160.98,0.161
PQ010086,PQ010086.fasta,160552,160.55,0.161
PQ010087,PQ010087.fasta,161373,161.37,0.161
PQ010088,PQ010088.fasta,160897,160.9,0.161
PQ010089,PQ010089.fasta,160347,160.35,0.16
PQ010090,PQ010090.fasta,160470,160.47,0.16
PQ010091,PQ010091.fasta,160108,160.11,0.16
PQ010092,PQ010092.fasta,161816,161.82,0.162
PQ010093,PQ010093.fasta,161841,161.84,0.162
PQ010094,PQ010094.fasta,162090,162.09,0.162
PQ010096,PQ010096.fasta,125842,125.84,0.126
PQ010097,PQ010097.fasta,162544,162.54,0.163
PQ010098,PQ010098.fasta,163172,163.17,0.163
PQ010099,PQ010099.fasta,163986,163.99,0.164
PQ010100,PQ010100.fasta,161642,161.64,0.162
PQ010101,PQ010101.fasta,162023,162.02,0.162
PQ010102,PQ010102.fasta,162089,162.09,0.162
PQ010103,PQ010103.fasta,161069,161.07,0.161
PQ010623,PQ010623.fasta,139609,139.61,0.14
PQ010624,PQ010624.fasta,165288,165.29,0.165
PQ010625,PQ010625.fasta,165190,165.19,0.165
PQ010626,PQ010626.fasta,143167,143.17,0.143
PQ010627,PQ010627.fasta,142029,142.03,0.142
PQ010628,PQ010628.fasta,138163,138.16,0.138
PQ010629,PQ010629.fasta,167482,167.48,0.167
PQ010630,PQ010630.fasta,155751,155.75,0.156
PQ010631,PQ010631.fasta,150935,150.94,0.151
PQ010632,PQ010632.fasta,176170,176.17,0.176
PQ010633,PQ010633.fasta,174661,174.66,0.175
PQ010634,PQ010634.fasta,157279,157.28,0.157
PQ010635,PQ010635.fasta,166590,166.59,0.167
PQ010636,PQ010636.fasta,156826,156.83,0.157
PQ010637,PQ010637.fasta,158160,158.16,0.158
PQ031217,PQ031217.fasta,160045,160.04,0.16
PQ031219,PQ031219.fasta,159885,159.88,0.16
PQ038330,PQ038330.fasta,154092,154.09,0.154
PQ059902,PQ059902.fasta,160153,160.15,0.16
PQ063988,PQ063988.fasta,149988,149.99,0.15
PQ067316,PQ067316.fasta,132723,132.72,0.133
PQ068595,PQ068595.fasta,155665,155.66,0.156
PQ068613,PQ068613.fasta,156063,156.06,0.156
PQ068620,PQ068620.fasta,155961,155.96,0.156
PQ068634,PQ068634.fasta,156360,156.36,0.156
PQ068662,PQ068662.fasta,156246,156.25,0.156
PQ068666,PQ068666.fasta,156090,156.09,0.156
PQ068679,PQ068679.fasta,156358,156.36,0.156
PQ068691,PQ068691.fasta,155983,155.98,0.156
PQ068696,PQ068696.fasta,155961,155.96,0.156
PQ068705,PQ068705.fasta,155983,155.98,0.156
PQ068713,PQ068713.fasta,155979,155.98,0.156
PQ112543,PQ112543.fasta,160341,160.34,0.16
PQ112544,PQ112544.fasta,160805,160.81,0.161
PQ112545,PQ112545.fasta,161091,161.09,0.161
PQ126534,PQ126534.fasta,160396,160.4,0.16
PQ137794,PQ137794.fasta,146983,146.98,0.147
PQ144595,PQ144595.fasta,155868,155.87,0.156
PQ144597,PQ144597.fasta,155868,155.87,0.156
PQ144599,PQ144599.fasta,156099,156.1,0.156
PQ144601,PQ144601.fasta,155833,155.83,0.156
PQ144603,PQ144603.fasta,156088,156.09,0.156
PQ144604,PQ144604.fasta,155936,155.94,0.156
PQ144607,PQ144607.fasta,155883,155.88,0.156
PQ144610,PQ144610.fasta,156494,156.49,0.156
PQ144612,PQ144612.fasta,156604,156.6,0.157
PQ144616,PQ144616.fasta,156580,156.58,0.157
PQ144620,PQ144620.fasta,156354,156.35,0.156
PQ144622,PQ144622.fasta,160082,160.08,0.16
PQ144623,PQ144623.fasta,155891,155.89,0.156
